Name_Description	GTEX-1117F-0226-SM-5GZZ7	GTEX-1117F-0426-SM-5EGHI	GTEX-1117F-0526-SM-5EGHJ
ENSG00000074964.16_ARHGEF10L	4300	1165	13704
ENSG00000236648.1_RP11-473A10.2	0	0	0
ENSG00000117148.7_ACTL8	0	0	0
ENSG00000261781.1_LINC01654	0	0	0
ENSG00000117154.11_IGSF21	137	25	192
ENSG00000280222.1_RP11-174G17.3	20	0	6
ENSG00000230035.2_RP11-174G17	0	0	0
ENSG00000225387.1_RP11-422P22.1	0	0	0
ENSG00000179023.8_KLHDC7A	16	2	0
ENSG00000235282.3_DYNLL1P3	0	0	0
ENSG00000225478.2_RP1-8B22.2	0	0	0
ENSG00000009709.11_PAX7	2	123	0
ENSG00000179002.5_TAS1R2	8	4	15
ENSG00000159423.16_ALDH4A1	346	2220	915
ENSG00000265606.1_MIR4695	0	0	0
ENSG00000221662.1_MIR1290	0	0	0
ENSG00000169991.10_IFFO2	1536	298	1535
ENSG00000272084.1_RP5-1126H10.2	117	216	43
ENSG00000127481.14_UBR4	25958	13898	15708
ENSG00000230424.1_RP1-43E13.2	2	1	2
ENSG00000127463.13_EMC1	1706	1208	1650
ENSG00000053372.4_MRTO4	1550	1254	1015
ENSG00000211454.13_AKR7L	243	40	111
ENSG00000162482.4_AKR7A3	233	45	114
ENSG00000270728.1_RP4-657E11.10	69	16	30
ENSG00000053371.12_AKR7A2	796	1331	348
ENSG00000200403.1_RNU6-1099P	0	0	1
ENSG00000040487.12_PQLC2	868	881	332
ENSG00000077549.17_CAPZB	11875	9523	13326
ENSG00000240490.3_RN7SL277P	1	2	2
ENSG00000201609.1_RNU4-28P	0	0	0
ENSG00000235185.1_RP5-1056L3.1	0	0	0
ENSG00000173436.13_MINOS1	1648	1524	1951
ENSG00000226396.1_RP5-1056L3.3	18	13	45
ENSG00000158747.13_NBL1	20282	873	21294
ENSG00000158748.3_HTR6	3	0	7
ENSG00000162542.13_TMCO4	998	178	1723
ENSG00000178828.6_RNF186	1	0	2
ENSG00000235434.1_RP11-91K11.2	9	0	0
ENSG00000169914.5_OTUD3	881	421	1050
ENSG00000188784.4_PLA2G2E	0	0	0
ENSG00000242688.3_RN7SL304P	0	0	0
ENSG00000188257.10_PLA2G2A	16296	244	6381
ENSG00000127472.10_PLA2G5	122	7	28
ENSG00000117215.14_PLA2G2D	6	2	2
ENSG00000158786.4_PLA2G2F	2	1	0
ENSG00000227066.1_RP3-340N1.2	0	0	0
ENSG00000187980.6_PLA2G2C	5	0	0
ENSG00000225986.1_UBXN10-AS1	0	0	0
ENSG00000162543.5_UBXN10	76	10	12
ENSG00000228105.1_LINC01757	0	0	0
ENSG00000158816.15_VWA5B1	0	2	2
ENSG00000226664.1_RP4-745E8.2	0	0	0
ENSG00000236963.6_LINC01141	8	2	3
ENSG00000226487.1_RP4-749H3.2	0	0	0
ENSG00000162545.5_CAMK2N1	2300	157	479
ENSG00000090432.6_MUL1	1689	1072	892
ENSG00000215520.3_RPS4XP4	0	2	2
ENSG00000183114.7_FAM43B	27	2	0
ENSG00000158825.5_CDA	90	17	71
ENSG00000158828.7_PINK1	2056	4556	1153
ENSG00000117242.7_PINK1-AS	373	480	377
ENSG00000244038.9_DDOST	7126	4480	3883
ENSG00000117245.12_KIF17	325	202	174
ENSG00000235432.1_RP5-930J4.5	0	0	0
ENSG00000189410.11_SH2D5	43	9	17
ENSG00000233069.1_RP5-930J4.2	0	0	0
ENSG00000127483.17_HP1BP3	7921	3783	9016
ENSG00000075151.20_EIF4G3	3889	2024	1924
ENSG00000251914.1_RNU7-200P	0	0	0
ENSG00000221808.1_MIR1256	0	0	0
ENSG00000233072.1_RPS15AP6	0	0	4
ENSG00000236073.2_RP11-487E1.2	0	0	0
ENSG00000235112.1_HSPE1P27	0	0	1
ENSG00000117298.14_ECE1	12105	16756	17065
ENSG00000236936.1_RP3-329E20.2	1	0	4
ENSG00000231105.1_RP5-1071N3.1	80	12	68
ENSG00000236216.5_PPP1R11P1	0	1	1
ENSG00000228823.1_RP11-293F5.8	0	2	0
ENSG00000236009.1_RP11-293F5.1	0	0	0
ENSG00000227001.3_NBPF2P	6	1	2
ENSG00000187952.9_HS6ST1P1	29	6	10
ENSG00000186543.7_CROCCP5	0	0	0
ENSG00000142794.18_NBPF3	511	50	133
ENSG00000176378.8_PFN1P10	0	0	0
ENSG00000162551.13_ALPL	507	14	69
ENSG00000233431.1_RP11-63N8.3	0	0	1
ENSG00000076864.19_RAP1GAP	933	39	157
ENSG00000090686.15_USP48	4897	1055	4062
ENSG00000231978.2_RP11-132G19.3	0	0	0
ENSG00000187942.11_LDLRAD2	216	44	367
ENSG00000142798.17_HSPG2	18309	5865	26945
ENSG00000232037.3_RP11-26H16.1	1	2	1
ENSG00000283234.1_RP11-26H16.4	0	0	1
ENSG00000219073.7_CELA3B	0	125	317
ENSG00000273610.1_RN7SL386P	0	0	1
ENSG00000201919.1_RNU6-1022P	0	1	0
ENSG00000142789.19_CELA3A	2	393	711
ENSG00000278124.1_RN7SL186P	0	0	0
ENSG00000201273.1_RNU6-776P	0	0	0
ENSG00000228397.2_LINC01635	5	0	0
ENSG00000218510.6_LINC00339	693	232	309
ENSG00000070831.15_CDC42	6805	3243	6813
ENSG00000230068.2_CDC42-IT1	0	0	0
ENSG00000271428.1_RP1-224A6.8	3	0	4
ENSG00000271840.1_RP1-224A6.9	7	6	11
ENSG00000162552.14_WNT4	26	43	17
ENSG00000266564.1_MIR4418	0	0	0
ENSG00000234397.3_RP11-415K20.1	2	0	0
ENSG00000279625.1_RP11-415K20.2	0	0	0
ENSG00000184677.16_ZBTB40	3367	865	2716
ENSG00000237200.1_ZBTB40-IT1	19	3	14
ENSG00000070886.11_EPHA8	7	2	3
ENSG00000276835.2_MIR6127	0	0	0
ENSG00000173372.16_C1QA	3469	176	646
ENSG00000159189.11_C1QC	2577	187	547
ENSG00000173369.15_C1QB	3151	188	471
ENSG00000133216.16_EPHB2	220	15	67
ENSG00000265422.1_MIR4684	0	0	0
ENSG00000225952.1_RP11-69E9.1	0	0	0
ENSG00000264014.1_MIR4253	0	0	0
ENSG00000215906.8_LACTBL1	1	0	1
ENSG00000227868.5_C1orf234	1	0	2
ENSG00000004487.15_KDM1A	3843	2535	2763
ENSG00000240553.1_RP1-184J9.2	0	0	3
ENSG00000263793.1_MIR3115	1	0	0
ENSG00000266802.1_MIR4419A	0	0	0
ENSG00000169641.13_LUZP1	2650	418	1759
ENSG00000229010.1_RP5-979D14.1	6	0	0
ENSG00000206935.1_RNU6-514P	0	0	0
ENSG00000252578.1_RNU6-135P	0	0	0
ENSG00000179546.4_HTR1D	0	1	2
ENSG00000215381.3_RP5-1057J7.1	1	1	0
ENSG00000261326.2_LINC01355	1457	303	1520
ENSG00000125944.18_HNRNPR	4379	2807	3829
ENSG00000125945.14_ZNF436	1046	319	599
ENSG00000249087.6_ZNF436-AS1	668	178	499
ENSG00000271420.1_RP5-1057J7.7	10	26	2
ENSG00000204219.9_TCEA3	925	10831	1199
ENSG00000232482.2_RP4-654C18.1	0	0	2
ENSG00000088280.18_ASAP3	4478	1726	1308
ENSG00000007968.6_E2F2	84	7	22
ENSG00000235052.1_RP1-150O5.3	0	0	5
ENSG00000117318.8_ID3	2033	1106	2097
ENSG00000197880.8_MDS2	1	3	4
ENSG00000229239.2_RP11-223J15.2	1	0	0
ENSG00000142676.12_RPL11	43500	21102	42044
ENSG00000011007.12_ELOA	2496	1209	1389
ENSG00000236810.5_ELOA-AS1	43	8	32
ENSG00000057757.9_PITHD1	2543	2473	2763
ENSG00000011009.10_LYPLA2	1786	1063	1183
ENSG00000117308.14_GALE	438	73	364
ENSG00000117305.14_HMGCL	1435	1364	1070
ENSG00000179163.11_FUCA1	1161	360	690
ENSG00000188822.7_CNR2	2	0	27
ENSG00000229106.1_BTBD6P1	5	3	1
ENSG00000232557.3_RP11-4M23.3	1	0	0
ENSG00000264926.1_MIR378F	0	0	0
ENSG00000230228.2_RP11-4M23.4	1	2	0
ENSG00000189266.11_PNRC2	3999	2112	4217
ENSG00000188529.14_SRSF10	6373	3762	7043
ENSG00000215905.4_RP11-4M23.7	0	0	0
ENSG00000225315.2_RP11-293P20.2	2	1	0
ENSG00000142661.18_MYOM3	45	2921	96
ENSG00000230703.1_RP11-293P20.4	0	0	0
ENSG00000142677.3_IL22RA1	131	14	14
ENSG00000185436.11_IFNLR1	40	557	34
ENSG00000230023.2_RP11-10N16.2	0	0	0
ENSG00000232298.2_RP11-10N16.3	6	12	0
ENSG00000158055.15_GRHL3	30	31	25
ENSG00000001460.17_STPG1	172	26	59
ENSG00000001461.16_NIPAL3	631	143	147
ENSG00000117602.11_RCAN3	457	81	141
ENSG00000264443.1_RP4-594I10.3	0	0	0
ENSG00000184454.6_NCMAP	33	2	3
ENSG00000227312.2_RP11-496D1.2	0	0	0
ENSG00000239106.1_Y_RNA	0	0	0
ENSG00000133226.16_SRRM1	8527	6040	11300
ENSG00000169504.14_CLIC4	12771	1901	48519
ENSG00000238482.1_RNU6-1208P	0	0	0
ENSG00000020633.18_RUNX3	838	62	627
ENSG00000278034.1_MIR6731	0	0	0
ENSG00000229162.1_RP11-84D1.1	2	1	0
ENSG00000261025.1_RP11-84D1.2	0	0	1
ENSG00000264371.1_MIR4425	0	0	0
ENSG00000233755.1_RP4-799D16.1	2	0	2
ENSG00000233419.3_RP4-781L3.1	0	0	0
ENSG00000231953.2_RP4-706G24.1	2	0	4
ENSG00000117614.9_SYF2	5467	5828	7735
ENSG00000117616.17_RSRP1	5681	2164	5270
ENSG00000272432.1_RP3-465N24.6	26	11	17
ENSG00000261349.1_RP3-465N24.5	69	23	30
ENSG00000187010.19_RHD	7	0	7
ENSG00000224183.1_SDHDP6	1	0	0
ENSG00000259984.1_RP11-335G20.7	0	0	0
ENSG00000183726.10_TMEM50A	5914	1298	3543
ENSG00000188672.17_RHCE	58	37	40
ENSG00000238084.4_RP3-469D22.1	2	2	4
ENSG00000204178.9_TMEM57	2180	2752	1859
ENSG00000157978.11_LDLRAP1	1397	491	678
ENSG00000225643.1_RP11-70P17.1	39	19	35
ENSG00000117643.14_MAN1C1	2118	112	558
ENSG00000233478.1_RP1-187B23.1	22	8	10
ENSG00000162430.16_SELENON	7935	3216	4978
ENSG00000228172.5_RP1-317E23.3	58	71	58
ENSG00000117640.17_MTFR1L	2773	5837	2235
ENSG00000127423.10_AUNIP	15	15	2
ENSG00000236528.1_RP1-125I3.2	0	1	0
ENSG00000182749.5_PAQR7	616	103	259
ENSG00000207302.1_Y_RNA	0	0	0
ENSG00000117632.22_STMN1	1628	773	483
ENSG00000229786.1_SNRPFP2	4	0	2
ENSG00000223624.1_RP1-125I3.4	0	0	0
ENSG00000283938.1_MIR3917	0	0	0
ENSG00000158006.13_PAFAH2	640	1317	260
ENSG00000207237.1_RNU6-110P	0	0	0
ENSG00000252190.1_SCARNA17	0	0	0
ENSG00000252691.1_SCARNA18	0	0	0
ENSG00000158008.9_EXTL1	84	152	3
ENSG00000158014.14_SLC30A2	4	661	5
ENSG00000284309.1_RP11-96L14.9	0	13	0
ENSG00000158022.6_TRIM63	226	73144	9
ENSG00000175087.9_PDIK1L	353	324	269
ENSG00000197245.5_FAM110D	313	217	861
ENSG00000282872.1_RP11-96L14.8	0	4	0
ENSG00000236782.6_RP11-96L14.7	14	15	16
ENSG00000142684.8_ZNF593	0	0	0
ENSG00000142675.17_CNKSR1	226	3134	184
ENSG00000188782.8_CATSPER4	1	47	0
ENSG00000236155.6_RP11-231P20.2	1	51	2
ENSG00000278572.1_RP11-231P20.6	0	0	0
ENSG00000130695.14_CEP85	1110	1312	200
ENSG00000270733.1_RP11-231P20.5	0	4	0
ENSG00000142669.14_SH3BGRL3	4896	537	3510
ENSG00000158062.20_UBXN11	1485	345	269
ENSG00000169442.8_CD52	110	33	114
ENSG00000176092.14_AIM1L	135	31	18
ENSG00000225854.2_RP11-569G9.7	0	0	0
ENSG00000176083.17_ZNF683	0	1	5
ENSG00000131914.10_LIN28A	10	1	1
ENSG00000117682.16_DHDDS	1973	521	1423
ENSG00000223583.1_RP3-476K8.4	3	3	6
ENSG00000225891.1_RP3-476K8.3	5	4	13
ENSG00000198830.10_HMGN2	6993	8259	7524
ENSG00000224129.1_DPPA2P2	0	0	0
ENSG00000117676.13_RPS6KA1	936	167	234
ENSG00000238705.1_MIR1976	0	0	0
ENSG00000243905.3_RN7SL679P	0	0	0
ENSG00000252802.1_Y_RNA	0	0	0
ENSG00000252429.2_RNU7-29P	0	0	0
ENSG00000229247.2_RP11-492M19.3	0	0	0
ENSG00000238316.1_snoU13	0	0	0
ENSG00000235069.2_RP4-785J1.1	0	0	0
ENSG00000260063.1_RP5-968P14.2	32	27	13
ENSG00000117713.18_ARID1A	3771	3055	3068
ENSG00000060642.10_PIGV	674	119	427
ENSG00000241188.3_RN7SL165P	0	0	1
ENSG00000204160.11_ZDHHC18	2016	586	1262
ENSG00000175793.11_SFN	318	176	300
ENSG00000142751.14_GPN2	1668	815	1384
ENSG00000198746.12_GPATCH3	612	819	330
ENSG00000090273.13_NUDC	4548	6067	6783
ENSG00000131910.4_NR0B2	2	98	2
ENSG00000175707.8_KDF1	101	4	15
ENSG00000172746.6_RPL12P13	6	1	2
ENSG00000224064.1_RP11-344H11.5	0	0	0
ENSG00000225294.1_OSTCP2	0	0	1
ENSG00000253368.3_TRNP1	122	21	381
ENSG00000158246.7_FAM46B	412	26	4856
ENSG00000090020.10_SLC9A1	2049	343	1109
ENSG00000229985.2_RP11-40H20.5	0	0	0
ENSG00000214973.3_CHCHD3P3	2	6	3
ENSG00000225159.1_NPM1P39	5	18	29
ENSG00000225990.2_SNRPEP7	0	0	0
ENSG00000224311.1_RP11-40H20.4	0	0	0
ENSG00000142784.15_WDTC1	4178	6355	3060
ENSG00000252098.1_Y_RNA	0	0	0
ENSG00000243659.1_RP11-4K3__A.3	0	2	1
ENSG00000186501.14_TMEM222	2774	1832	1848
ENSG00000206888.1_RNU6-48P	3	0	2
ENSG00000241547.1_ACTG1P20	38	9	28
ENSG00000142765.17_SYTL1	278	62	192
ENSG00000142733.14_MAP3K6	7759	1533	5505
ENSG00000142748.12_FCN3	81	35	24
ENSG00000174950.10_CD164L2	65	2	7
ENSG00000231207.1_RP1-144C9.2	0	0	0
ENSG00000181773.6_GPR3	64	11	95
ENSG00000158195.10_WASF2	9133	2137	17366
ENSG00000241169.1_RP4-752I6.1	0	0	0
ENSG00000237429.1_RP1-159A19.4	2	5	4
ENSG00000126705.13_AHDC1	3996	1046	6499
ENSG00000000938.12_FGR	2175	216	933
ENSG00000235912.1_RP1-159A19.3	2	12	13
ENSG00000233975.1_RP11-288L9.1	1	0	1
ENSG00000126709.14_IFI6	1151	159	571
ENSG00000225886.3_RP11-288L9.4	2	0	3
ENSG00000206767.1_RNU6-949P	0	0	0
ENSG00000226662.2_CHMP1AP1	0	0	0
ENSG00000207095.1_RNU6-424P	0	0	0
ENSG00000009780.15_FAM76A	1200	326	1058
ENSG00000231344.1_RP3-426I6.2	5	0	1
ENSG00000230833.1_RPEP3	2	0	0
ENSG00000117758.13_STX12	5147	1121	6224
ENSG00000269971.1_RP3-426I6.5	1	0	1
ENSG00000270031.1_RP3-426I6.6	5	1	2
ENSG00000223062.1_RNU6-1245P	0	0	0
ENSG00000117751.17_PPP1R8	1943	753	1763
ENSG00000252947.1_SCARNA1	0	0	0
ENSG00000130775.15_THEMIS2	2344	297	891
ENSG00000117748.9_RPA2	1776	3495	1086
ENSG00000130768.14_SMPDL3B	23	0	11
ENSG00000227050.1_RP11-460I13.2	0	1	0
ENSG00000158156.7_XKR8	411	93	119
ENSG00000158161.15_EYA3	1154	623	1099
ENSG00000238231.2_RP11-460I13.6	9	0	4
ENSG00000240750.3_RN7SL559P	2	0	3
ENSG00000228589.3_SPCS2P4	25	15	36
ENSG00000228943.1_RP5-1053E7.2	0	0	0
ENSG00000214812.3_RP5-1053E7.3	2	0	0
ENSG00000253005.1_RNU6-176P	0	0	0
ENSG00000169403.11_PTAFR	270	27	112
ENSG00000126698.10_DNAJC8	3239	1608	4154
ENSG00000130770.17_ATPIF1	1716	2786	1644
ENSG00000270605.1_RP5-1092A3.4	35	289	16
ENSG00000271398.1_RP5-1092A3.5	0	2	0
ENSG00000130766.4_SESN2	1332	1809	567
ENSG00000130772.13_MED18	333	262	139
ENSG00000204138.12_PHACTR4	2322	852	1561
ENSG00000206779.1_Y_RNA	0	0	0
ENSG00000229820.2_RP1-308E4.1	2	0	0
ENSG00000221216.1_RNU6ATAC27P	0	0	0
ENSG00000180198.15_RCC1	888	642	483
ENSG00000274266.1_SNORA73A	18	4	1
ENSG00000200087.1_SNORA73B	30	2	5
ENSG00000231468.2_PRDX3P2	3	0	1
ENSG00000279443.1_RP4-669K10.8	27	10	13
ENSG00000180098.9_TRNAU1AP	1480	786	1354
ENSG00000197989.13_SNHG12	1123	694	1255
ENSG00000221539.1_SNORD99	0	0	1
ENSG00000278274.1_SNORA61	46	13	40
ENSG00000273544.1_SNORA44	23	2	20
ENSG00000274582.1_SNORA16A	0	0	0
ENSG00000120656.11_TAF12	1187	983	806
ENSG00000188060.7_RAB42	306	7	22
ENSG00000229388.1_LINC01715	12	24	5
ENSG00000274978.1_RNU11	0	0	0
ENSG00000162419.12_GMEB1	415	315	436
ENSG00000252777.1_SCARNA24	0	0	0
ENSG00000198492.15_YTHDF2	3212	1804	1880
ENSG00000116329.10_OPRD1	20	10	4
ENSG00000233427.1_RP1-212P9.3	1	0	0
ENSG00000199756.1_Y_RNA	1	0	0
ENSG00000159023.19_EPB41	1218	1451	1002
ENSG00000225616.2_RP4-604A21.1	0	2	1
ENSG00000206704.1_Y_RNA	0	0	0
ENSG00000277958.1_Metazoa_SRP	0	0	0
ENSG00000253304.1_TMEM200B	1254	82	1516
ENSG00000225750.1_RP11-242O24.3	0	0	0
ENSG00000116350.16_SRSF4	8449	5440	10597
ENSG00000277916.1_uc_338	39	9	25
ENSG00000116353.15_MECR	805	1022	361
ENSG00000237934.1_RP11-467D18.2	3	2	4
ENSG00000060656.19_PTPRU	3352	1531	2998
ENSG00000230523.1_LINC01756	0	0	0
ENSG00000225011.4_RP11-810H18.1	0	0	1
ENSG00000228176.1_RP4-656G21.1	0	0	0
ENSG00000270927.1_RP11-179G8.1	0	0	0
ENSG00000233399.2_LINC01648	0	0	0
ENSG00000233372.1_RP5-893G23.1	0	0	0
ENSG00000231251.1_RP3-357I16.1	0	0	0
ENSG00000236335.1_RP4-591L5.1	0	0	0
ENSG00000231949.1_RP4-591L5.2	0	0	0
ENSG00000162510.5_MATN1	44	4	28
ENSG00000186056.9_MATN1-AS1	376	52	394
ENSG00000162511.7_LAPTM5	7428	246	2801
ENSG00000264773.1_MIR4420	0	0	0
ENSG00000229607.1_RP5-1125N11.1	0	0	0
ENSG00000223382.4_LINC01778	6	2	2
ENSG00000222784.1_RN7SKP91	0	0	0
ENSG00000235143.1_RP1-65J11.5	0	0	1
ENSG00000162512.15_SDC3	3102	425	1330
ENSG00000266210.2_RN7SL371P	0	0	0
ENSG00000134644.15_PUM1	5314	5486	5750
ENSG00000237329.2_RP11-201O14.1	0	0	1
ENSG00000232768.1_RP11-201O14.2	0	0	0
ENSG00000215900.4_SELENOWP1	1	0	0
ENSG00000225142.2_RP11-490K7.1	0	0	0
ENSG00000084628.9_NKAIN1	32	271	11
ENSG00000060688.12_SNRNP40	1138	1223	868
ENSG00000229447.2_RP11-490K7.4	40	6	26
ENSG00000121766.15_ZCCHC17	1303	494	1107
ENSG00000229044.1_RP11-266K22.2	0	0	2
ENSG00000121769.7_FABP3	599	3859	837
ENSG00000168528.11_SERINC2	1560	5959	170
ENSG00000215899.3_RP11-439L8.2	0	1	4
ENSG00000206981.1_RNU6-40P	0	0	0
ENSG00000260386.6_LINC01225	3	0	0
ENSG00000265961.1_Y_RNA	0	0	0
ENSG00000284543.1_LINC01226	2	8	2
ENSG00000229167.1_RP11-73M7.1	1	0	6
ENSG00000142910.15_TINAGL1	8679	3414	16950
ENSG00000121764.11_HCRTR1	5	12	12
ENSG00000162517.12_PEF1	2792	1901	2686
ENSG00000235790.7_RP11-73M7.6	190	15	52
ENSG00000264078.1_RP11-73M7.9	4	0	2
ENSG00000084636.17_COL16A1	8592	172	1994
ENSG00000121753.12_ADGRB2	126	27	42
ENSG00000266580.1_MIR4254	0	0	0
ENSG00000254545.1_RP11-84A19.3	1	0	0
ENSG00000134668.12_SPOCD1	114	6	15
ENSG00000203620.2_RP11-84A19.2	3	0	0
ENSG00000269967.1_RP11-84A19.4	19	1	1
ENSG00000184007.18_PTP4A2	10796	7025	8493
ENSG00000228634.1_RP4-534N18.2	3	0	1
ENSG00000121774.17_KHDRBS1	7285	3557	10776
ENSG00000203325.3_RP11-277A4.4	0	0	4
ENSG00000121775.17_TMEM39B	539	130	323
ENSG00000266203.1_MIR5585	0	0	0
ENSG00000276493.1_Metazoa_SRP	0	0	0
ENSG00000025800.13_KPNA6	3220	4424	3650
ENSG00000084652.15_TXLNA	3827	1158	3287
ENSG00000160050.14_CCDC28B	172	342	75
ENSG00000224066.1_RP4-622L5.7	8	2	5
ENSG00000160051.11_IQCC	272	53	94
ENSG00000222046.2_DCDC2B	17	4	8
ENSG00000160055.19_TMEM234	376	74	143
ENSG00000084623.11_EIF3I	5793	9896	4864
ENSG00000220785.7_MTMR9LP	1192	179	635
ENSG00000183615.5_FAM167B	100	22	70
ENSG00000182866.16_LCK	221	32	173
ENSG00000277617.1_Metazoa_SRP	0	0	0
ENSG00000252450.1_Y_RNA	0	0	0
ENSG00000116478.11_HDAC1	2297	499	2354
ENSG00000175130.6_MARCKSL1	2085	242	481
ENSG00000233775.1_RP4-811H24.9	0	0	2
ENSG00000162526.6_TSSK3	596	240	527
ENSG00000225828.1_FAM229A	169	83	184
ENSG00000160058.18_BSDC1	4406	3511	3522
ENSG00000224333.1_GAPDHP20	0	0	0
ENSG00000270850.1_RP11-395N6.4	0	0	0
ENSG00000229259.1_LRRC37A12P	1	1	0
ENSG00000263529.2_RN7SL122P	0	0	0
ENSG00000273274.1_ZBTB8B	6	3	2
ENSG00000160062.14_ZBTB8A	659	199	461
ENSG00000176261.15_ZBTB8OS	577	609	692
ENSG00000200591.1_Y_RNA	0	0	0
ENSG00000162521.18_RBBP4	4601	2536	3992
ENSG00000162520.14_SYNC	90	351	102
ENSG00000224409.1_RP11-114B7.6	0	0	0
ENSG00000162522.10_KIAA1522	3736	240	712
ENSG00000134684.10_YARS	4858	3613	3004
ENSG00000116497.17_S100PBP	1659	406	1555
ENSG00000160097.16_FNDC5	41	1285	20
ENSG00000121905.9_HPCA	2	2	0
ENSG00000121900.18_TMEM54	263	43	48
ENSG00000116514.16_RNF19B	1338	806	1222
ENSG00000278966.2_RP5-1174N9.2	9	8	2
ENSG00000217644.5_RP4-803A2.1	16	11	9
ENSG00000239670.1_RP4-803A2.2	5	7	7
ENSG00000004455.16_AK2	4064	3395	3802
ENSG00000276645.1_Metazoa_SRP	0	0	1
ENSG00000236065.2_RP1-117O3.2	2	2	2
ENSG00000142920.16_AZIN2	506	89	186
ENSG00000278997.1_RP11-131M11.2	44	17	21
ENSG00000116525.13_TRIM62	639	272	693
ENSG00000279179.1_RP11-131M11.3	77	10	53
ENSG00000160094.14_ZNF362	2286	1277	1417
ENSG00000270115.1_RP11-415J8.7	9	0	2
ENSG00000184389.9_A3GALT2	0	3	6
ENSG00000225313.5_RP11-415J8.3	494	270	656
ENSG00000134686.18_PHC2	22742	20807	22885
ENSG00000284154.1_MIR3605	6	0	2
ENSG00000222112.1_RN7SKP16	38	42	55
ENSG00000233246.1_RP11-415J8.5	0	0	0
ENSG00000234512.1_TLR12P	0	0	0
ENSG00000121903.14_ZSCAN20	110	46	65
ENSG00000235907.2_RP4-580O19.2	3	4	0
ENSG00000121904.17_CSMD2	149	8	60
ENSG00000227000.2_HSPD1P14	0	0	0
ENSG00000176256.10_HMGB4	0	2	7
ENSG00000231163.5_CSMD2-AS1	0	0	0
ENSG00000201148.1_RNA5SP42	0	0	0
ENSG00000142698.14_C1orf94	0	0	2
ENSG00000270241.1_RP4-657M3.2	0	0	0
ENSG00000207941.1_MIR552	0	0	0
ENSG00000163866.8_SMIM12	1545	929	1968
ENSG00000189280.3_GJB5	24	12	23
ENSG00000189433.5_GJB4	0	0	1
ENSG00000188910.7_GJB3	58	13	24
ENSG00000255811.1_RP1-34M23.5	0	0	0
ENSG00000187513.8_GJA4	802	676	1991
ENSG00000230163.1_RP5-997D16.2	108	27	220
ENSG00000116544.11_DLGAP3	77	29	171
ENSG00000241014.1_RP11-244H3.1	1019	184	1035
ENSG00000243749.1_TMEM35B	1030	112	518
ENSG00000163867.16_ZMYM6	2065	446	1991
ENSG00000233940.1_RPL12P45	0	0	0
ENSG00000197056.9_ZMYM1	544	79	322
ENSG00000228348.1_EFCAB14P1	0	0	2
ENSG00000116560.10_SFPQ	29819	20268	28634
ENSG00000201868.1_Y_RNA	0	0	0
ENSG00000146463.11_ZMYM4	2897	973	2188
ENSG00000240374.3_RN7SL503P	0	0	0
ENSG00000201542.1_SNORA62	0	0	0
ENSG00000229994.1_RPL5P4	100	27	97
ENSG00000227409.1_ZMYM4-AS1	0	0	0
ENSG00000278702.1_Metazoa_SRP	0	0	0
ENSG00000142687.17_KIAA0319L	4012	3479	2731
ENSG00000236274.1_RP4-728D4.3	0	1	0
ENSG00000020129.15_NCDN	426	221	271
ENSG00000239636.1_RP4-728D4.2	16	2	12
ENSG00000116819.6_TFAP2E	116	20	50
ENSG00000126067.11_PSMB2	2473	5629	2326
ENSG00000142686.7_C1orf216	1331	694	861
ENSG00000092853.13_CLSPN	7	5	8
ENSG00000232335.1_RP11-435D7.3	0	0	0
ENSG00000134698.10_AGO4	3770	3722	2285
ENSG00000092847.11_AGO1	2608	1042	2180
ENSG00000271164.1_RP4-789D17.4	0	0	0
ENSG00000126070.19_AGO3	2106	578	2415
ENSG00000271554.1_RP4-665N4.8	0	1	0
ENSG00000232862.5_RP4-665N4.4	3	0	2
ENSG00000092850.11_TEKT2	36	5	18
ENSG00000116863.10_ADPRHL2	1424	880	944
ENSG00000171812.12_COL8A2	1412	5	1473
ENSG00000054116.11_TRAPPC3	2144	918	1701
ENSG00000116871.15_MAP7D1	5533	10906	3624
ENSG00000264592.2_RN7SL131P	0	12	0
ENSG00000054118.13_THRAP3	6216	13887	7600
ENSG00000231849.1_UBE2V2P4	0	0	0
ENSG00000214193.10_SH3D21	2060	289	606
ENSG00000142694.6_EVA1B	1271	125	550
ENSG00000116883.8_RP11-268J15.5	1164	383	550
ENSG00000196182.10_STK40	3650	4056	5629
ENSG00000181817.5_LSM10	1129	2419	737
ENSG00000222821.1_RNU4-27P	0	0	0
ENSG00000116885.18_OSCP1	311	262	128
ENSG00000201448.1_SNORA63	1	0	0
ENSG00000116898.11_MRPS15	1571	3855	949
ENSG00000119535.17_CSF3R	1599	171	381
ENSG00000230214.1_FTLP18	0	0	0
ENSG00000234481.1_RP4-614N24.1	0	0	0
ENSG00000163873.9_GRIK3	68	15	55
ENSG00000264698.1_MIR4255	0	0	0
ENSG00000207328.1_RNU6-636P	0	0	0
ENSG00000223944.1_RP5-1180C18.1	0	0	0
ENSG00000252368.1_RNA5SP43	0	0	0
ENSG00000230451.2_RPS29P6	0	0	0
ENSG00000233621.1_LINC01137	86	26	68
ENSG00000163874.10_ZC3H12A	1342	443	1068
ENSG00000283724.1_MIR6732	0	0	0
ENSG00000163875.15_MEAF6	2387	1002	2383
ENSG00000263675.1_MIR5581	0	0	0
ENSG00000163877.10_SNIP1	1148	513	1092
ENSG00000232273.1_FTH1P1	27	13	17
